foil_ID, species, incident energy [keV], kF [keV*degrees], sig_kF [keV*degrees], psi_half [degrees], sigma [degrees], sig_sigma [degrees], kappa, sig_kappa
B06b, H, 10.000000, 18.197023, 0.642830, 1.864741, 2.044507, 0.002323, 1.957037, 0.003758
B06b, H, 15.000000, 18.197023, 0.642830, 1.252253, 1.372566, 0.001489, 1.950726, 0.003390
B06b, H, 20.000000, 18.197023, 0.642830, 0.929711, 1.018015, 0.001247, 1.929499, 0.003656
SN422, H, 5.000000, 14.046122, 0.437810, 2.728748, 2.975448, 0.003870, 1.849157, 0.004099
SN422, H, 10.000000, 14.046122, 0.437810, 1.381949, 1.509878, 0.001869, 1.885606, 0.003508
SN422, H, 15.000000, 14.046122, 0.437810, 0.939171, 1.024355, 0.001278, 1.854043, 0.003418
SN422, H, 20.000000, 14.046122, 0.437810, 0.732713, 0.798890, 0.000691, 1.847259, 0.002453
SN423, H, 5.000000, 16.468636, 0.218851, 3.233163, 3.525695, 0.003818, 1.850376, 0.003751
SN423, H, 10.000000, 16.468636, 0.218851, 1.646779, 1.803857, 0.001636, 1.937364, 0.002799
SN423, H, 15.000000, 16.468636, 0.218851, 1.105440, 1.211391, 0.001477, 1.946160, 0.003642
SN423, H, 20.000000, 16.468636, 0.218851, 0.833184, 0.909517, 0.001173, 1.870033, 0.003706
SN424, H, 5.000000, 16.773140, 0.070713, 3.345158, 3.648301, 0.004420, 1.852729, 0.004384
SN424, H, 10.000000, 16.773140, 0.070713, 1.672373, 1.832300, 0.001876, 1.942067, 0.003125
SN424, H, 15.000000, 16.773140, 0.070713, 1.117908, 1.222799, 0.001511, 1.906324, 0.003554
SN424, H, 20.000000, 16.773140, 0.070713, 0.843743, 0.920743, 0.000924, 1.863654, 0.002813
SN425, H, 5.000000, 16.719090, 0.197843, 3.296400, 3.594742, 0.004340, 1.850820, 0.004291
SN425, H, 10.000000, 16.719090, 0.197843, 1.669093, 1.828331, 0.002136, 1.937724, 0.003472
SN425, H, 15.000000, 16.719090, 0.197843, 1.116206, 1.220874, 0.001294, 1.905291, 0.003041
SN425, H, 20.000000, 16.719090, 0.197843, 0.848192, 0.925766, 0.000620, 1.866943, 0.001887
SN426, H, 5.000000, 16.749681, 0.303022, 3.276395, 3.572719, 0.003979, 1.849759, 0.003833
SN426, H, 10.000000, 16.749681, 0.303022, 1.671939, 1.831907, 0.002403, 1.943013, 0.004019
SN426, H, 15.000000, 16.749681, 0.303022, 1.118950, 1.226035, 0.001528, 1.943642, 0.003643
SN426, H, 20.000000, 16.749681, 0.303022, 0.856067, 0.936166, 0.000977, 1.902955, 0.003029
SN427, H, 5.000000, 13.586144, 0.349531, 2.640427, 2.863493, 0.003248, 1.753696, 0.003357
SN427, H, 10.000000, 13.586144, 0.349531, 1.348810, 1.471837, 0.002501, 1.862461, 0.004664
SN427, H, 15.000000, 13.586144, 0.349531, 0.936342, 1.021317, 0.001050, 1.854993, 0.002830
SN427, H, 20.000000, 13.586144, 0.349531, 0.681136, 0.740784, 0.000846, 1.800431, 0.002887
SN428, H, 5.000000, 14.983040, 0.339339, 2.909865, 3.171685, 0.003709, 1.842067, 0.003714
SN428, H, 10.000000, 14.983040, 0.339339, 1.490122, 1.625571, 0.002172, 1.857540, 0.003842
SN428, H, 15.000000, 14.983040, 0.339339, 1.020911, 1.117070, 0.001415, 1.914422, 0.003659
SN428, H, 20.000000, 14.983040, 0.339339, 0.758972, 0.828010, 0.001036, 1.857986, 0.003443
SN429, H, 5.000000, 16.397715, 0.193529, 3.245159, 3.539023, 0.004030, 1.851676, 0.004152
SN429, H, 10.000000, 16.397715, 0.193529, 1.649984, 1.807647, 0.003036, 1.940617, 0.005237
SN429, H, 15.000000, 16.397715, 0.193529, 1.083157, 1.184003, 0.001470, 1.893226, 0.003480
SN429, H, 20.000000, 16.397715, 0.193529, 0.831064, 0.907001, 0.000890, 1.865867, 0.002772
B06b, H, 5.000000, 18.197023, 0.642830, 3.704060, 4.059560, 0.005162, 1.948811, 0.005163
B06b, H, 15.000000, 18.197023, 0.642830, 1.262184, 1.383758, 0.001766, 1.955467, 0.004000
B06b, H, 20.000000, 18.197023, 0.642830, 0.935346, 1.024312, 0.001406, 1.932129, 0.004080
SN430, H, 5.000000, 16.241808, 0.268929, 3.187449, 3.476046, 0.004555, 1.851498, 0.004641
SN430, H, 15.000000, 16.241808, 0.268929, 1.090545, 1.194985, 0.001570, 1.944609, 0.003893
SN430, H, 20.000000, 16.241808, 0.268929, 0.821722, 0.898301, 0.001084, 1.896435, 0.003493
SN431, H, 5.000000, 16.436468, 0.302820, 3.228256, 3.520537, 0.004850, 1.851413, 0.004960
SN431, H, 10.000000, 16.436468, 0.302820, 1.626330, 1.780140, 0.002341, 1.921948, 0.004003
SN431, H, 15.000000, 16.436468, 0.302820, 1.101546, 1.206925, 0.001289, 1.942764, 0.003120
SN431, H, 20.000000, 16.436468, 0.302820, 0.841325, 0.921291, 0.001778, 1.930903, 0.005720
SN432, H, 5.000000, 18.320841, 0.514586, 3.547259, 3.871640, 0.006147, 1.867089, 0.005965
SN432, H, 15.000000, 18.320841, 0.514586, 1.240649, 1.360052, 0.001590, 1.953954, 0.003697
SN432, H, 20.000000, 18.320841, 0.514586, 0.931543, 1.020530, 0.001442, 1.939977, 0.004387
SN433, H, 5.000000, 16.034397, 0.564350, 3.092809, 3.371199, 0.004555, 1.842220, 0.004402
SN433, H, 15.000000, 16.034397, 0.564350, 1.071253, 1.170937, 0.001400, 1.892527, 0.003408
SN433, H, 20.000000, 16.034397, 0.564350, 0.829510, 0.908249, 0.001696, 1.928327, 0.005614
SN434, H, 5.000000, 16.328531, 0.345127, 3.168355, 3.454533, 0.004427, 1.847655, 0.004224
SN434, H, 10.000000, 16.328531, 0.345127, 1.646744, 1.803941, 0.002350, 1.938797, 0.004040
SN434, H, 15.000000, 16.328531, 0.345127, 1.092176, 1.194233, 0.001557, 1.899297, 0.003766
SN434, H, 20.000000, 16.328531, 0.345127, 0.831658, 0.909268, 0.001800, 1.898567, 0.005789
SN435, H, 5.000000, 14.818973, 0.370168, 2.865887, 3.108304, 0.004313, 1.754976, 0.004272
SN435, H, 10.000000, 14.818973, 0.370168, 1.475347, 1.609355, 0.002016, 1.856499, 0.003560
SN435, H, 15.000000, 14.818973, 0.370168, 1.007591, 1.101943, 0.001349, 1.904783, 0.003555
SN435, H, 20.000000, 14.818973, 0.370168, 0.754647, 0.823548, 0.001389, 1.863889, 0.004777
SN436, H, 5.000000, 14.654501, 0.351930, 2.839235, 3.095827, 0.003988, 1.848644, 0.004137
SN436, H, 10.000000, 14.654501, 0.351930, 1.470310, 1.610641, 0.001604, 1.938404, 0.002941
SN436, H, 15.000000, 14.654501, 0.351930, 0.978819, 1.070362, 0.001408, 1.902470, 0.003756
SN436, H, 20.000000, 14.654501, 0.351930, 0.752455, 0.822844, 0.001496, 1.902293, 0.005375
B06b, H, 5.000000, 18.197023, 0.642830, 3.695458, 4.050054, 0.004251, 1.948394, 0.004232
B06b, H, 10.000000, 18.197023, 0.642830, 1.867268, 2.047241, 0.002535, 1.956653, 0.004068
B06b, H, 15.000000, 18.197023, 0.642830, 1.252229, 1.372124, 0.001782, 1.944227, 0.003965
SN437, H, 5.000000, 20.498098, 0.292346, 4.083802, 4.479542, 0.004747, 1.966168, 0.004861
SN437, H, 10.000000, 20.498098, 0.292346, 2.054373, 2.260203, 0.002872, 2.030904, 0.004506
SN437, H, 15.000000, 20.498098, 0.292346, 1.344393, 1.474721, 0.001480, 1.966547, 0.003252
SN437, H, 20.000000, 20.498098, 0.292346, 1.043502, 1.143677, 0.001595, 1.949177, 0.004415
SN438, H, 5.000000, 21.390846, 0.171355, 4.235563, 4.642442, 0.006013, 1.950499, 0.005912
SN438, H, 10.000000, 21.390846, 0.171355, 2.133595, 2.348821, 0.003005, 2.045400, 0.004531
SN438, H, 15.000000, 21.390846, 0.171355, 1.432443, 1.575402, 0.001994, 2.022706, 0.004224
SN438, H, 20.000000, 21.390846, 0.171355, 1.078251, 1.184488, 0.001690, 1.995220, 0.004697
SN439, H, 5.000000, 21.389208, 0.075873, 4.275088, 4.689225, 0.006634, 1.964995, 0.006708
SN439, H, 10.000000, 21.389208, 0.075873, 2.132337, 2.347549, 0.003057, 2.046563, 0.004689
SN439, H, 15.000000, 21.389208, 0.075873, 1.433231, 1.572483, 0.001996, 1.971629, 0.004122
SN439, H, 20.000000, 21.389208, 0.075873, 1.067998, 1.172887, 0.001574, 1.989112, 0.004331
SN440, H, 5.000000, 22.076931, 0.080889, 4.426527, 4.862493, 0.006817, 1.993090, 0.006847
SN440, H, 10.000000, 22.076931, 0.080889, 2.200245, 2.422568, 0.002927, 2.049130, 0.004431
SN440, H, 15.000000, 22.076931, 0.080889, 1.477334, 1.626200, 0.002080, 2.043142, 0.004363
SN440, H, 20.000000, 22.076931, 0.080889, 1.100653, 1.209406, 0.001654, 2.000658, 0.004470
SN441, H, 5.000000, 20.334311, 0.399970, 4.054694, 4.441468, 0.006110, 1.937591, 0.005899
SN441, H, 10.000000, 20.334311, 0.399970, 2.023255, 2.221965, 0.002903, 1.990691, 0.004531
SN441, H, 15.000000, 20.334311, 0.399970, 1.329594, 1.457607, 0.001875, 1.954366, 0.003972
SN441, H, 20.000000, 20.334311, 0.399970, 1.044958, 1.145775, 0.001329, 1.958611, 0.003704
SN442, H, 5.000000, 21.498142, 0.152348, 4.260358, 4.669394, 0.006686, 1.949448, 0.006297
SN442, H, 10.000000, 21.498142, 0.152348, 2.147557, 2.364507, 0.002996, 2.048618, 0.004641
SN442, H, 15.000000, 21.498142, 0.152348, 1.444246, 1.589039, 0.001766, 2.032235, 0.003772
SN442, H, 20.000000, 21.498142, 0.152348, 1.077656, 1.183833, 0.001656, 1.995224, 0.004617
SN443, H, 5.000000, 17.219975, 0.114092, 3.429338, 3.757753, 0.005205, 1.944973, 0.005412
SN443, H, 10.000000, 17.219975, 0.114092, 1.733984, 1.901379, 0.002413, 1.959191, 0.004126
SN443, H, 15.000000, 17.219975, 0.114092, 1.140109, 1.249369, 0.001606, 1.946161, 0.003813
SN443, H, 20.000000, 17.219975, 0.114092, 0.864643, 0.947747, 0.001289, 1.951216, 0.004151
SN444, H, 5.000000, 21.782690, 0.134691, 4.396111, 4.840378, 0.006889, 2.049435, 0.006958
SN444, H, 10.000000, 21.782690, 0.134691, 2.168441, 2.376889, 0.002541, 1.951774, 0.003677
SN444, H, 15.000000, 21.782690, 0.134691, 1.450444, 1.590842, 0.002037, 1.964702, 0.004155
SN444, H, 20.000000, 21.782690, 0.134691, 1.085519, 1.189871, 0.001552, 1.951587, 0.004060
B06b, H, 5.000000, 18.197023, 0.642830, 3.717445, 4.074374, 0.005031, 1.949562, 0.005089
B06b, H, 10.000000, 18.197023, 0.642830, 1.876879, 2.057718, 0.002743, 1.956008, 0.004414
B06b, H, 15.000000, 18.197023, 0.642830, 1.268953, 1.391415, 0.001833, 1.959073, 0.004201
B06b, H, 20.000000, 18.197023, 0.642830, 0.951505, 1.043013, 0.001383, 1.952259, 0.004082
SN445, H, 5.000000, 16.754988, 0.271762, 3.280925, 3.578099, 0.004482, 1.852009, 0.004578
SN445, H, 10.000000, 16.754988, 0.271762, 1.678471, 1.839595, 0.002452, 1.949139, 0.004212
SN445, H, 15.000000, 16.754988, 0.271762, 1.118070, 1.225198, 0.001579, 1.945712, 0.003823
SN445, H, 20.000000, 16.754988, 0.271762, 0.853308, 0.934524, 0.001243, 1.933662, 0.003945
SN446, H, 5.000000, 16.924482, 0.313910, 3.392031, 3.699993, 0.005001, 1.855539, 0.004959
SN446, H, 10.000000, 16.924482, 0.313910, 1.732343, 1.898765, 0.002551, 1.950521, 0.004234
SN446, H, 15.000000, 16.924482, 0.313910, 1.124133, 1.231797, 0.001592, 1.945022, 0.003814
SN446, H, 20.000000, 16.924482, 0.313910, 0.828055, 0.904030, 0.001033, 1.872445, 0.003257
SN447, H, 5.000000, 16.412588, 0.299298, 3.215845, 3.506774, 0.003915, 1.850190, 0.003875
SN447, H, 10.000000, 16.412588, 0.299298, 1.625350, 1.776579, 0.002179, 1.893928, 0.003633
SN447, H, 15.000000, 16.412588, 0.299298, 1.107030, 1.213165, 0.001576, 1.946708, 0.003884
SN447, H, 20.000000, 16.412588, 0.299298, 0.836019, 0.913950, 0.001044, 1.896720, 0.003297
SN448, H, 5.000000, 16.306168, 0.665282, 3.150701, 3.435437, 0.004516, 1.848519, 0.004421
SN448, H, 10.000000, 16.306168, 0.665282, 1.728754, 1.894949, 0.002244, 1.951774, 0.003767
SN448, H, 15.000000, 16.306168, 0.665282, 1.081839, 1.182751, 0.001641, 1.896411, 0.003983
SN448, H, 20.000000, 16.306168, 0.665282, 0.799860, 0.872497, 0.001257, 1.853953, 0.003797
SN449, H, 5.000000, 16.970409, 0.109389, 3.369164, 3.674991, 0.004351, 1.855225, 0.004400
SN449, H, 15.000000, 16.970409, 0.109389, 1.136570, 1.245532, 0.001718, 1.946816, 0.004104
SN449, H, 20.000000, 16.970409, 0.109389, 0.850878, 0.928758, 0.001322, 1.868097, 0.003955
SN450, H, 5.000000, 15.568027, 0.342367, 3.049303, 3.327980, 0.004521, 1.866181, 0.004745
SN450, H, 10.000000, 15.568027, 0.342367, 1.535478, 1.682448, 0.002305, 1.944046, 0.004147
SN450, H, 15.000000, 15.568027, 0.342367, 1.067260, 1.169420, 0.001554, 1.943630, 0.004039
SN450, H, 20.000000, 15.568027, 0.342367, 0.783662, 0.856936, 0.000862, 1.901867, 0.002926
SN451, H, 5.000000, 17.263826, 0.078606, 3.430758, 3.759576, 0.005451, 1.946412, 0.005715
SN451, H, 10.000000, 17.263826, 0.078606, 1.733646, 1.900937, 0.002521, 1.958427, 0.004316
SN451, H, 15.000000, 17.263826, 0.078606, 1.151268, 1.262520, 0.001702, 1.960796, 0.004139
SN451, H, 20.000000, 17.263826, 0.078606, 0.864828, 0.947969, 0.001286, 1.951599, 0.004124
SN452, H, 5.000000, 16.970001, 0.151660, 3.360654, 3.683626, 0.005327, 1.951203, 0.005766
SN452, H, 10.000000, 16.970001, 0.151660, 1.698232, 1.861418, 0.002510, 1.950973, 0.004317
SN452, H, 15.000000, 16.970001, 0.151660, 1.128521, 1.236615, 0.001648, 1.945217, 0.003943
SN452, H, 20.000000, 16.970001, 0.151660, 0.858431, 0.940080, 0.001326, 1.932593, 0.004139
B06b, H, 5.000000, 18.197023, 0.642830, 3.700086, 4.055229, 0.004349, 1.948939, 0.004387
B06b, H, 10.000000, 18.197023, 0.642830, 1.867319, 2.047349, 0.002287, 1.957193, 0.003713
B06b, H, 15.000000, 18.197023, 0.642830, 1.258960, 1.380337, 0.001781, 1.957247, 0.004077
B06b, H, 20.000000, 18.197023, 0.642830, 0.931661, 1.020142, 0.001308, 1.929354, 0.003790
SN453, H, 5.000000, 15.445349, 0.232768, 3.063899, 3.340417, 0.004291, 1.846425, 0.004335
SN453, H, 10.000000, 15.445349, 0.232768, 1.541470, 1.686185, 0.001963, 1.908526, 0.003416
SN453, H, 15.000000, 15.445349, 0.232768, 1.052382, 1.149912, 0.001535, 1.886202, 0.003749
SN453, H, 20.000000, 15.445349, 0.232768, 0.763337, 0.832560, 0.001201, 1.853405, 0.003831
SN454, H, 5.000000, 15.926568, 0.270928, 3.159294, 3.462269, 0.004971, 1.947282, 0.005352
SN454, H, 10.000000, 15.926568, 0.270928, 1.561216, 1.709396, 0.001735, 1.929189, 0.003004
SN454, H, 15.000000, 15.926568, 0.270928, 1.078884, 1.182287, 0.001450, 1.945985, 0.003722
SN454, H, 20.000000, 15.926568, 0.270928, 0.806064, 0.881316, 0.001119, 1.899391, 0.003712
SN455, H, 5.000000, 16.489412, 0.217526, 3.241450, 3.534683, 0.005019, 1.850119, 0.004934
SN455, H, 10.000000, 16.489412, 0.217526, 1.644762, 1.801487, 0.002413, 1.935486, 0.004115
SN455, H, 15.000000, 16.489412, 0.217526, 1.113898, 1.220677, 0.001642, 1.946505, 0.004010
SN455, H, 20.000000, 16.489412, 0.217526, 0.829930, 0.907236, 0.001240, 1.895547, 0.003949
SN456, H, 5.000000, 16.930407, 0.056742, 3.370121, 3.675969, 0.005209, 1.854906, 0.005255
SN456, H, 10.000000, 16.930407, 0.056742, 1.697238, 1.860216, 0.002504, 1.949722, 0.004256
SN456, H, 15.000000, 16.930407, 0.056742, 1.128647, 1.236599, 0.001666, 1.942727, 0.003920
SN456, H, 20.000000, 16.930407, 0.056742, 0.848461, 0.925792, 0.000987, 1.861501, 0.002971
SN457, H, 5.000000, 15.416622, 0.251878, 3.057092, 3.331579, 0.004628, 1.838396, 0.004622
SN457, H, 10.000000, 15.416622, 0.251878, 1.528687, 1.667889, 0.002349, 1.859975, 0.004033
SN457, H, 15.000000, 15.416622, 0.251878, 1.053263, 1.151171, 0.001537, 1.891194, 0.003827
SN457, H, 20.000000, 15.416622, 0.251878, 0.765071, 0.834678, 0.001172, 1.858353, 0.003770
SN458, H, 5.000000, 15.152696, 0.363075, 2.946698, 3.212042, 0.004480, 1.843179, 0.004575
SN458, H, 10.000000, 15.152696, 0.363075, 1.502197, 1.638782, 0.002103, 1.857864, 0.003691
SN458, H, 15.000000, 15.152696, 0.363075, 1.038870, 1.137389, 0.001538, 1.926438, 0.003980
SN458, H, 20.000000, 15.152696, 0.363075, 0.764266, 0.834132, 0.000895, 1.865639, 0.003000
SN459, H, 5.000000, 16.832666, 0.078185, 3.348302, 3.669337, 0.005205, 1.947104, 0.005352
SN459, H, 10.000000, 16.832666, 0.078185, 1.680759, 1.841642, 0.002528, 1.943855, 0.004229
SN459, H, 15.000000, 16.832666, 0.078185, 1.123673, 1.231173, 0.001301, 1.943088, 0.003104
SN459, H, 20.000000, 16.832666, 0.078185, 0.846351, 0.925378, 0.001166, 1.899474, 0.003681
SN460, H, 5.000000, 16.824139, 0.140965, 3.325255, 3.626542, 0.005037, 1.852470, 0.005090
SN460, H, 10.000000, 16.824139, 0.140965, 1.683148, 1.844507, 0.002456, 1.946685, 0.004174
SN460, H, 15.000000, 16.824139, 0.140965, 1.126139, 1.227630, 0.001692, 1.844342, 0.003536
SN460, H, 20.000000, 16.824139, 0.140965, 0.847424, 0.926530, 0.001386, 1.899036, 0.004338
B06a, H, 5.000000, 24.753403, 1.559398, 5.521133, 6.127518, 0.001386, 2.249502, 0.004338
B06a, H, 10.000000, 24.753403, 1.559398, 2.576174, 2.794078, 0.001386, 1.755276, 0.004338
B06a, H, 15.000000, 24.753403, 1.559398, 1.753599, 1.927395, 0.001386, 2.008388, 0.004338
B06a, H, 20.000000, 24.753403, 1.559398, 1.306316, 1.437902, 0.001386, 2.042564, 0.004338
B07a, H, 5.000000, 22.018984, 1.307917, 4.309329, 4.672233, 0.001386, 1.749432, 0.004338
B07a, H, 10.000000, 22.018984, 1.307917, 2.075828, 2.237662, 0.001386, 1.659258, 0.004338
B07a, H, 15.000000, 22.018984, 1.307917, 1.355465, 1.469135, 0.001386, 1.744198, 0.004338
B07a, H, 20.000000, 22.018984, 1.307917, 1.086476, 1.190986, 0.001386, 1.952774, 0.004338
B08a, H, 5.000000, 20.917025, 1.503083, 3.796360, 4.078465, 0.001386, 1.608515, 0.004338
B08a, H, 10.000000, 20.917025, 1.503083, 1.883011, 2.040992, 0.001386, 1.744499, 0.004338
B08a, H, 15.000000, 20.917025, 1.503083, 1.253543, 1.358882, 0.001386, 1.746536, 0.004338
B08a, H, 20.000000, 20.917025, 1.503083, 1.062222, 1.169736, 0.001386, 2.052696, 0.004338
B09a, H, 5.000000, 23.653570, 1.958282, 4.497610, 4.904385, 0.001386, 1.849781, 0.004338
B09a, H, 10.000000, 23.653570, 1.958282, 2.166105, 2.348722, 0.001386, 1.750915, 0.004338
B09a, H, 15.000000, 23.653570, 1.958282, 1.445444, 1.575010, 0.001386, 1.835636, 0.004338
B09a, H, 20.000000, 23.653570, 1.958282, 1.106374, 1.213032, 0.001386, 1.956625, 0.004338
B10a, H, 5.000000, 23.481129, 1.385771, 4.602776, 5.068005, 0.001386, 2.049809, 0.004338
B10a, H, 10.000000, 23.481129, 1.385771, 2.326058, 2.561204, 0.001386, 2.050156, 0.004338
B10a, H, 15.000000, 23.481129, 1.385771, 1.497521, 1.637364, 0.001386, 1.899237, 0.004338
B10a, H, 20.000000, 23.481129, 1.385771, 1.168642, 1.299898, 0.001386, 2.311722, 0.004338
B15a, H, 5.000000, 36.706184, 4.309705, 6.666070, 7.268370, 0.001386, 1.848317, 0.004338
B15a, H, 15.000000, 36.706184, 4.309705, 2.176785, 2.373603, 0.001386, 1.849277, 0.004338
B15a, H, 20.000000, 36.706184, 4.309705, 1.550569, 1.680991, 0.001386, 1.747947, 0.004338
B15b, H, 5.000000, 30.262434, 3.013714, 6.059707, 6.644931, 0.001386, 1.961149, 0.004338
B15b, H, 10.000000, 30.262434, 3.013714, 2.721254, 2.931598, 0.001386, 1.649878, 0.004338
B15b, H, 15.000000, 30.262434, 3.013714, 1.847570, 2.004496, 0.001386, 1.760721, 0.004338
B15b, H, 20.000000, 30.262434, 3.013714, 1.350337, 1.473002, 0.001386, 1.856320, 0.004338
B20a, H, 5.000000, 28.678566, 2.117452, 5.599193, 6.071162, 0.001386, 1.750644, 0.004338
B20a, H, 10.000000, 28.678566, 2.117452, 2.722513, 2.952157, 0.001386, 1.751560, 0.004338
B20a, H, 15.000000, 28.678566, 2.117452, 1.727044, 1.871998, 0.001386, 1.745227, 0.004338
B20a, H, 20.000000, 28.678566, 2.117452, 1.345443, 1.473831, 0.001386, 1.938719, 0.004338
C8, H, 5.000000, 19.751846, 1.440934, 3.284340, 3.484048, 0.001386, 1.451966, 0.004338
C8, H, 10.000000, 19.751846, 1.440934, 1.686718, 1.828400, 0.001386, 1.746076, 0.004338
C8, H, 15.000000, 19.751846, 1.440934, 1.146470, 1.250809, 0.001386, 1.858968, 0.004338
C8, H, 20.000000, 19.751846, 1.440934, 0.957791, 1.059444, 0.001386, 2.160287, 0.004338
01-G, H, 5.000000, 15.704705, 0.702657, 3.102233, 3.381390, 0.004257, 1.841746, 0.004043
01-G, H, 10.000000, 15.704705, 0.702657, 1.540706, 1.679412, 0.002410, 1.842868, 0.003886
01-G, H, 15.000000, 15.704705, 0.702657, 1.011805, 1.100174, 0.001592, 1.796961, 0.003649
01-G, H, 20.000000, 15.704705, 0.702657, 0.838565, 0.914498, 0.001804, 1.851409, 0.005520
01-I, H, 5.000000, 15.854594, 0.625648, 3.052199, 3.308089, 0.005143, 1.743620, 0.004638
01-I, H, 10.000000, 15.854594, 0.625648, 1.550778, 1.692329, 0.002538, 1.863602, 0.004299
01-I, H, 15.000000, 15.854594, 0.625648, 1.066327, 1.163196, 0.001890, 1.856702, 0.004622
01-I, H, 20.000000, 15.854594, 0.625648, 0.834596, 0.910026, 0.001561, 1.848449, 0.004763
01-J, H, 5.000000, 14.894043, 0.200130, 2.949697, 3.201766, 0.004290, 1.768148, 0.004048
01-J, H, 10.000000, 14.894043, 0.200130, 1.516213, 1.653464, 0.002383, 1.851027, 0.004015
01-J, H, 15.000000, 14.894043, 0.200130, 0.982178, 1.068263, 0.001467, 1.802149, 0.003424
01-J, H, 20.000000, 14.894043, 0.200130, 0.746846, 0.809933, 0.001614, 1.752886, 0.004917
01-K, H, 5.000000, 16.691351, 0.475228, 3.264276, 3.539628, 0.005044, 1.751568, 0.004661
01-K, H, 10.000000, 16.691351, 0.475228, 1.649559, 1.790288, 0.002671, 1.766650, 0.003940
01-K, H, 15.000000, 16.691351, 0.475228, 1.104508, 1.201250, 0.001708, 1.799542, 0.003572
01-K, H, 20.000000, 16.691351, 0.475228, 0.870063, 0.947958, 0.002075, 1.834427, 0.005787
01-L, H, 5.000000, 16.068785, 0.574350, 3.131436, 3.414196, 0.004556, 1.847190, 0.004486
01-L, H, 10.000000, 16.068785, 0.574350, 1.557742, 1.699262, 0.002725, 1.856529, 0.004509
01-L, H, 15.000000, 16.068785, 0.574350, 1.083772, 1.182121, 0.001782, 1.854871, 0.004271
01-L, H, 20.000000, 16.068785, 0.574350, 0.840744, 0.919082, 0.001803, 1.895971, 0.005801
01-P, H, 10.000000, 15.938214, 0.711062, 1.628510, 1.751317, 0.005250, 1.623772, 0.006836
01-P, H, 15.000000, 15.938214, 0.711062, 1.094649, 1.178758, 0.003498, 1.643366, 0.006371
01-P, H, 20.000000, 15.938214, 0.711062, 0.757063, 0.809969, 0.002436, 1.554268, 0.005639
04-M, H, 5.000000, 17.427641, 0.828168, 3.404581, 3.711262, 0.004634, 1.843745, 0.004234
04-M, H, 10.000000, 17.427641, 0.828168, 1.720654, 1.877320, 0.002643, 1.859916, 0.004206
04-M, H, 15.000000, 17.427641, 0.828168, 1.123187, 1.225288, 0.001805, 1.857187, 0.004116
04-M, H, 20.000000, 17.427641, 0.828168, 0.934661, 1.026847, 0.001932, 1.998866, 0.006405
B06a, H, 5.000000, 24.753403, 1.559398, 4.888065, 5.332090, 0.006351, 1.856382, 0.005418
B06a, H, 5.000000, 24.753403, 1.559398, 4.828199, 5.264676, 0.006944, 1.849114, 0.005723
B06a, H, 10.000000, 24.753403, 1.559398, 2.391980, 2.622578, 0.004097, 1.956657, 0.005907
B06a, H, 10.000000, 24.753403, 1.559398, 2.410782, 2.643520, 0.004391, 1.959180, 0.006102
B06a, H, 15.000000, 24.753403, 1.559398, 1.552558, 1.701411, 0.002647, 1.946995, 0.004874
B06a, H, 20.000000, 24.753403, 1.559398, 1.170271, 1.284259, 0.002132, 1.975180, 0.005367
B06a, H, 5.000000, 24.753403, 1.559398, 4.766434, 5.223864, 0.009428, 1.948765, 0.008326
B06a, H, 10.000000, 24.753403, 1.559398, 2.374497, 2.603266, 0.004370, 1.955534, 0.006148
B06a, H, 15.000000, 24.753403, 1.559398, 1.577050, 1.731127, 0.003009, 1.980965, 0.005843
B06a, H, 20.000000, 24.753403, 1.559398, 1.200405, 1.317003, 0.002510, 1.969277, 0.006254
